Year,kms Driven,Fuel Type,Suspension,Price,Car Model
2010,56000,Petrol,Manual,245000.00000000003,Honda City 1.5
2010,40000,Petrol,Automatic,400000.0,Honda Civic 1.8
2022,3500,Petrol,Manual,1125000.0,Honda City V
2015,107252,Diesel,Manual,290000.0,Honda Amaze S
2016,43987,Petrol,Manual,392000.0,Honda Amaze S
2022,2758,Petrol,Manual,700000.0,Honda Amaze S
2009,149155,Petrol,Manual,309000.0,Honda City 1.5
2014,90962,Diesel,Manual,350000.0,Honda Mobilio V
2021,12313,Petrol,Automatic,932000.0,Honda Amaze VX
2006,84002,Petrol,Manual,150000.0,Honda City GXi
2013,55164,Petrol,Manual,275000.0,Honda Amaze VX
2016,38260,Petrol,Automatic,650000.0,Honda Jazz 1.2
2018,44255,Diesel,Manual,620000.0,Honda WR-V i-DTEC
2014,37950,Petrol,Manual,415000.00000000006,Honda City i
2015,96395,Diesel,Manual,400000.0,Honda City i
2013,43693,Petrol,Manual,225000.0,Honda Brio S
2009,95515,Petrol,Manual,300000.0,Honda City 1.5
2017,25550,Petrol,Automatic,800000.0,Honda City i-VTEC
2021,6605,Petrol,Manual,1000000.0,Honda City V
2014,84504,Diesel,Manual,300000.0,Honda Mobilio S
2014,74884,Diesel,Manual,350000.0,Honda Amaze S
2019,16549,Petrol,Automatic,900000.0,Honda BR-V i-VTEC
2009,116146,Petrol,Manual,200000.0,Honda City 1.5
2010,57788,Petrol,Manual,130000.0,Honda Jazz Basic
2016,73147,Petrol,Manual,500000.0,Honda City i
2014,16802,Petrol,Manual,500000.0,Honda City i
2014,66411,Diesel,Manual,700000.0,Honda City i
2015,31111,Petrol,Manual,400000.0,Honda Amaze S
2021,7909,Petrol,Manual,700000.0,Honda Amaze S
2016,52500,Petrol,Manual,565000.0,Honda Jazz 1.2
2014,134397,Diesel,Manual,575000.0,Honda City i
2009,92128,Petrol,Manual,178000.0,Honda City 1.5
2014,148000,Diesel,Manual,350000.0,Honda Amaze VX
2014,85105,Petrol,Automatic,900000.0,Honda CR-V 2.4L
2014,104790,Diesel,Manual,400000.0,Honda City i
2018,64000,Petrol,Automatic,775000.0,Honda Jazz 1.2
2007,127220,Petrol,Manual,185000.0,Honda City EXi
2018,33694,Diesel,Manual,649000.0,Honda Amaze V
2014,110481,Diesel,Manual,500000.0,Honda City i
2011,33893,Petrol,Manual,300000.0,Honda Civic 1.8
2022,20000,Petrol,Automatic,815000.0,Honda Amaze S
2016,39000,Diesel,Manual,610000.0,Honda City i
2015,71000,Petrol,Manual,475000.0,Honda Jazz V
2012,120088,Petrol,Manual,325000.0,Honda City V
2013,74680,Petrol,Manual,362000.0,Honda City S
2013,43500,Petrol,Manual,421000.0,Honda City S
2014,68978,Diesel,Manual,280000.0,Honda Amaze S
2019,23561,Diesel,Manual,1100000.0,Honda BR-V i-DTEC
2012,145956,Petrol,Automatic,365000.0,Honda City 1.5
2015,105773,Diesel,Manual,350000.0,Honda City i
2022,15000,Petrol,Automatic,800000.0,Honda Amaze S
2010,70000,Petrol,Manual,200000.0,Honda Civic 1.8
2017,51920,Petrol,Manual,710000.0,Honda City i-VTEC
2010,50965,Petrol,Manual,250000.0,Honda City 1.5
2013,63525,Petrol,Automatic,400000.0,Honda City 1.5
2019,110785,Petrol,Manual,550000.0,Honda Amaze S
2022,5362,Petrol,Automatic,1000000.0,Honda Amaze VX
2015,47441,Petrol,Manual,550000.0,Honda City i
2014,149990,Diesel,Manual,275000.0,Honda City i
2016,41163,Diesel,Manual,650000.0,Honda BR-V i-DTEC
2010,26900,Petrol,Manual,300000.0,Honda City 1.5
2015,100000,Diesel,Manual,685000.0,Honda City i
2011,107403,Petrol,Manual,310000.0,Honda Civic 1.8
2008,70000,Petrol,Manual,125000.0,Honda City GXi
2014,41052,Petrol,Manual,265000.0,Honda Brio S
2015,126637,Petrol,Manual,300000.0,Honda Amaze S
2011,76140,Petrol,Manual,425000.0,Honda Jazz X
2021,38352,Petrol,Manual,785000.0,Honda Amaze VX
2021,38352,Petrol,Manual,785000.0,Honda Amaze VX
2013,28000,Petrol,Manual,459999.99999999994,Honda City i
2017,31000,Diesel,Manual,975000.0,Honda City i-DTEC
2020,60714,Petrol,Manual,690000.0,Honda Amaze S
2013,136323,Diesel,Manual,300000.0,Honda Amaze EX
2016,25314,Petrol,Manual,755000.0,Honda City i
2020,26504,Petrol,Manual,587000.0,Honda Amaze S
2014,85533,Diesel,Manual,309000.0,Honda City i
2015,47438,Diesel,Manual,484999.99999999994,Honda City i
2014,47000,Petrol,Manual,555000.0,Honda City i
2013,54341,Petrol,Automatic,627000.0,Honda City V
2015,80000,Diesel,Manual,450000.0,Honda Mobilio RS
2015,40000,Petrol,Automatic,550000.0,Honda City i
2015,85000,Diesel,Manual,495000.0,Honda Mobilio E
2015,55331,Petrol,Manual,590000.0,Honda City i
2016,80815,Petrol,Manual,680000.0,Honda City i
2010,80910,Petrol,Manual,165000.0,Honda Civic 1.8
2012,51902,Petrol,Manual,300000.0,Honda City S
2017,42000,Petrol,Manual,480000.0,Honda Jazz 1.2
2009,82000,Petrol,Manual,285000.0,Honda City 1.5
2009,45000,Petrol,Manual,225000.0,Honda Jazz Basic
2013,61000,Petrol,Manual,390000.0,Honda City i
2020,32093,Petrol,Manual,560000.0,Honda Amaze S
2009,97241,Petrol,Automatic,750000.0,Honda Accord 2.4
2012,135435,Petrol,Manual,400000.0,Honda City V
2018,53955,Diesel,Automatic,675000.0,Honda Amaze V
2012,72903,Petrol,Automatic,500000.0,Honda City 1.5
2010,41510,Petrol,Manual,300000.0,Honda Civic 1.8
2009,87163,Petrol,Manual,100000.0,Honda City 1.5
2017,20619,Petrol,Manual,600000.0,Honda WR-V i-VTEC
2015,19673,Petrol,Manual,350000.0,Honda Amaze S
2015,53560,Petrol,Automatic,300000.0,Honda Brio VX
2008,106485,Petrol,Manual,300000.0,Honda City 1.5
2012,47217,Petrol,Manual,220000.00000000003,Honda Brio S
2007,130000,Petrol,Automatic,200000.0,Honda Accord VTi-L
2019,87000,Petrol,Manual,650000.0,Honda Amaze S
2017,53000,Petrol,Manual,640000.0,Honda City i
2009,64533,Petrol,Automatic,450000.0,Honda Accord 2.4
2014,91000,Diesel,Manual,530000.0,Honda City i
2021,103000,Petrol,Manual,975000.0,Honda City V
2021,10000,Petrol,Manual,1255000.0,Honda City VX
2013,113924,Diesel,Manual,300000.0,Honda Amaze S
2009,95000,Petrol,Manual,295000.0,Honda City 1.5
2009,128853,Petrol,Manual,300000.0,Honda Civic 1.8
2015,125000,Diesel,Manual,600000.0,Honda City i
2014,92509,Diesel,Manual,500000.0,Honda City i
2012,55467,Petrol,Automatic,395000.0,Honda City V
2016,59010,Petrol,Automatic,780000.0,Honda City i
2015,57449,Petrol,Automatic,575000.0,Honda City i
2016,61221,Petrol,Automatic,800000.0,Honda City i
2012,48000,Petrol,Manual,275000.0,Honda Brio S
2016,43000,Petrol,Manual,530000.0,Honda Jazz 1.2
2014,35200,Petrol,Manual,370000.0,Honda Amaze S
2010,91744,Petrol,Manual,229999.99999999997,Honda City 1.5
2012,73453,Petrol,Manual,225000.0,Honda Brio V
2010,90000,Petrol,Automatic,229999.99999999997,Honda City V
2013,71644,Petrol,Manual,500000.0,Honda Amaze S
2012,70000,Petrol,Manual,350000.0,Honda Jazz S
2016,36000,Petrol,Manual,631000.0,Honda City i
2007,119515,Petrol,Manual,150000.0,Honda City VTEC
2014,41576,Diesel,Manual,450000.0,Honda City i
2020,35000,Petrol,Manual,1295000.0,Honda City ZX
2015,36000,Petrol,Manual,400000.0,Honda Jazz 1.2
2015,121940,Diesel,Manual,295000.0,Honda Amaze S
2017,24779,Petrol,Automatic,550000.0,Honda Jazz 1.2
2009,118383,Petrol,Manual,120000.0,Honda Jazz S
2022,5132,Petrol,Automatic,850000.0,Honda Amaze VX
2020,21795,Petrol,Manual,630000.0,Honda Amaze S
2015,100818,Diesel,Manual,450000.0,Honda City i
2014,91332,Diesel,Manual,229999.99999999997,Honda Amaze S
2017,47258,Petrol,Automatic,850000.0,Honda City i-VTEC
2009,95409,Petrol,Manual,250000.0,Honda City 1.5
2009,43489,Petrol,Manual,200000.0,Honda City 1.5
2017,71359,Petrol,Manual,700000.0,Honda BR-V i-VTEC
2010,87362,Petrol,Manual,200000.0,Honda City 1.5
2008,80000,Petrol,Manual,200000.0,Honda Civic 1.8
2014,79000,Petrol,Automatic,799000.0,Honda CR-V 2.4L
2017,40000,Diesel,Manual,490000.00000000006,Honda Amaze S
2014,43000,Petrol,Manual,525000.0,Honda City i
2000,80000,Petrol,Manual,170000.0,Honda City 1.3
2016,46000,Petrol,Automatic,595000.0,Honda Amaze V
2014,78000,Diesel,Manual,625000.0,Honda Mobilio RS
2019,30000,Petrol,Manual,699000.0,Honda Amaze S
2018,54000,Diesel,Manual,825000.0,Honda WR-V i-DTEC
2016,110000,Diesel,Manual,515000.00000000006,Honda Jazz 1.5
2014,90000,Diesel,Manual,445000.0,Honda City i
2019,30000,Petrol,Automatic,865000.0,Honda Jazz VX
2012,70000,Petrol,Manual,290000.0,Honda Jazz Basic
2014,80000,Diesel,Manual,459999.99999999994,Honda Amaze S
2006,90000,Petrol,Manual,140000.0,Honda City GXi
2014,110000,Diesel,Manual,530000.0,Honda City i
2012,62500,Petrol,Automatic,350000.0,Honda City 1.5
2014,42000,Petrol,Manual,495000.0,Honda Mobilio V
2017,120000,Diesel,Manual,300000.0,Honda Amaze E
2019,120000,Diesel,Manual,600000.0,Honda Amaze Exclusive
2017,58646,Petrol,Automatic,749000.0,Honda BR-V i-VTEC
2014,50000,Petrol,Manual,375000.0,Honda City i
2019,40000,Petrol,Manual,550000.0,Honda Jazz VX
2017,52000,Petrol,Manual,610000.0,Honda Jazz V
2016,45000,Petrol,Manual,409999.99999999994,Honda Brio 1.2
2019,40000,Diesel,Manual,1090000.0,Honda City i-DTEC
2016,70000,Diesel,Manual,570000.0,Honda Amaze S
2016,40001,Petrol,Automatic,625000.0,Honda Jazz V
2012,90000,Petrol,Manual,430000.0,Honda City V
2019,30000,Petrol,Manual,750000.0,Honda WR-V i-VTEC
2018,90000,Diesel,Manual,750000.0,Honda Amaze VX
2018,60000,Petrol,Manual,550000.0,Honda Jazz 1.2
2014,85269,Petrol,Manual,300000.0,Honda Brio S
2010,105248,Petrol,Manual,300000.0,Honda City 1.5
2018,33412,Petrol,Manual,840000.0,Honda City i-VTEC
2019,30258,Petrol,Manual,950000.0,Honda City V
2009,67300,Petrol,Automatic,235000.0,Honda City 1.5
2018,87482,Diesel,Manual,750000.0,Honda WR-V i-DTEC
2017,76858,Petrol,Manual,490000.00000000006,Honda Jazz 1.2
2012,34391,Petrol,Manual,390000.0,Honda Jazz 1.2
2016,46000,Petrol,Manual,500000.0,Honda Amaze VX
2020,10000,Petrol,Manual,650000.0,Honda Amaze S
2010,77000,Petrol,Manual,325000.0,Honda City 1.5
2014,80000,Diesel,Manual,500000.0,Honda City i
2018,70000,Diesel,Manual,750000.0,Honda WR-V i-DTEC
2015,45093,Petrol,Manual,575000.0,Honda Jazz 1.2
2009,78000,Petrol,Manual,249000.00000000003,Honda City 1.5
2015,53217,Petrol,Manual,495000.0,Honda Jazz 1.2
2018,21000,Petrol,Manual,695000.0,Honda WR-V Edge
2018,28000,Petrol,Manual,825000.0,Honda WR-V i-VTEC
2017,21000,Petrol,Manual,499000.0,Honda Amaze S
2015,75000,Petrol,Manual,525000.0,Honda City i
2018,43800,Petrol,Manual,745000.0,Honda WR-V i-VTEC
2015,60000,Petrol,Manual,459999.99999999994,Honda Brio S
2015,96409,Petrol,Automatic,590000.0,Honda City i
2009,60000,Petrol,Manual,170000.0,Honda City 1.5
2017,50000,Diesel,Manual,750000.0,Honda WR-V i-DTEC
2014,82410,Diesel,Manual,660000.0,Honda City i
2017,68011,Petrol,Automatic,700000.0,Honda Jazz 1.2
2016,33000,Petrol,Manual,495000.0,Honda Jazz 1.2
2014,142000,Diesel,Manual,715000.0,Honda City i
2018,53416,Petrol,Manual,795000.0,Honda City i-VTEC
2015,74030,Petrol,Manual,750000.0,Honda City VX
2014,120000,Diesel,Manual,450000.0,Honda Mobilio V
2018,45915,Petrol,Automatic,625000.0,Honda Jazz VX
2012,80000,Petrol,Manual,300000.0,Honda City E
2019,30000,Diesel,Manual,650000.0,Honda Amaze S
2010,50000,Petrol,Manual,350000.0,Honda City 1.5
2017,15711,Petrol,Manual,625000.0,Honda Mobilio V
2017,17000,Petrol,Manual,575000.0,Honda Amaze S
2015,66795,Petrol,Automatic,649000.0,Honda City i
2016,68000,Petrol,Manual,440000.00000000006,Honda Brio V
2016,67473,Petrol,Automatic,595000.0,Honda Jazz 1.2
2009,83000,Petrol,Manual,245000.00000000003,Honda City 1.5
2008,80000,Petrol,Manual,125000.0,Honda CR-V 2.0
2009,65000,Petrol,Manual,175000.0,Honda City 1.5
2015,68000,Diesel,Manual,530000.0,Honda City i
2015,53000,Diesel,Manual,330000.0,Honda Amaze S
2016,58871,Petrol,Automatic,780000.0,Honda City 1.5
2015,55000,Petrol,Automatic,590000.0,Honda City 1.5
2016,50000,Diesel,Manual,425000.0,Honda Jazz 1.5
2018,54000,Petrol,Automatic,680000.0,Honda Jazz V
2021,60000,Diesel,Manual,422000.0,Honda Amaze S
2017,40430,Petrol,Automatic,625000.0,Honda Jazz V
2016,53025,Petrol,Automatic,745000.0,Honda City i
2014,50857,Petrol,Manual,525000.0,Honda City SV
2015,45112,Petrol,Manual,690000.0,Honda City i
2010,60000,Petrol,Manual,245000.00000000003,Honda Accord 2.4
2014,70000,Petrol,Manual,320000.0,Honda Amaze VX
2014,70000,Diesel,Manual,300000.0,Honda Amaze S
2012,70000,Petrol,Manual,280000.0,Honda Jazz X
2014,117000,Petrol,Manual,280000.0,Honda Amaze E
2021,33500,Petrol,Automatic,1250000.0,Honda City VX
2015,120000,Diesel,Manual,500000.0,Honda Mobilio RS
2007,80000,Petrol,Manual,220000.00000000003,Honda City VTEC
2014,58007,Petrol,Manual,350000.0,Honda Amaze SX
2021,30000,Diesel,Automatic,1150000.0,Honda Amaze VX
2015,61272,Petrol,Manual,580000.0,Honda City V
2016,88008,Petrol,Manual,480000.0,Honda Amaze S
2011,79000,Petrol,Automatic,350000.0,Honda City 1.5
2013,110000,Diesel,Manual,229999.99999999997,Honda Amaze EX
2014,120000,Diesel,Manual,350000.0,Honda Mobilio V
2010,78352,Petrol,Automatic,459999.99999999994,Honda City 1.5
2018,90000,Diesel,Manual,650000.0,Honda BR-V i-DTEC
2019,17782,Petrol,Manual,700000.0,Honda Jazz 1.2
2015,55590,Petrol,Manual,409999.99999999994,Honda Brio VX
2013,90000,Petrol,Manual,550000.0,Honda City 1.5
2019,80000,Diesel,Manual,1010000.0,Honda WR-V i-DTEC
2015,50000,Petrol,Automatic,465000.00000000006,Honda Amaze VX
2013,90000,Petrol,Manual,400000.0,Honda City S
2019,35000,Petrol,Manual,628000.0,Honda Amaze S
2021,30000,Petrol,Manual,950000.0,Honda WR-V VX
2015,70000,Diesel,Manual,615000.0,Honda Jazz 1.5
2021,2000,Petrol,Manual,650000.0,Honda Amaze S
2009,110000,Petrol,Manual,125000.0,Honda City 1.5
2018,29500,Petrol,Manual,650000.0,Honda Amaze VX
2020,27500,Petrol,Automatic,875000.0,Honda Amaze Exclusive
2006,40000,Petrol,Automatic,400000.0,Honda Civic 1.8
2019,110000,Diesel,Manual,915000.0,Honda WR-V i-DTEC
2020,20000,Petrol,Manual,610000.0,Honda Amaze S
2018,21000,Petrol,Automatic,1025000.0,Honda City i-VTEC
2008,60000,Petrol,Manual,120000.0,Honda City 1.5
2012,97320,Petrol,Manual,363000.0,Honda City E
2012,79999,Petrol,Manual,310000.0,Honda Brio S
2011,70000,Petrol,Manual,360000.0,Honda City 1.5
2014,110000,Diesel,Manual,350000.0,Honda City i
2017,35000,Petrol,Automatic,935000.0,Honda City i-VTEC
2016,32000,Petrol,Manual,725000.0,Honda City i
2016,70000,Petrol,Manual,300000.0,Honda Amaze EX
2021,70000,Diesel,Manual,1000000.0,Honda WR-V VX
2017,55203,Petrol,Manual,745000.0,Honda City i-VTEC
2010,50000,Petrol,Manual,300000.0,Honda Accord 2.4
2008,120000,Petrol,Manual,160000.0,Honda City 1.5
2015,59900,Petrol,Automatic,565000.0,Honda Jazz 1.2
2016,37000,Petrol,Manual,695000.0,Honda City i
2018,120000,Diesel,Manual,900000.0,Honda City i-DTEC
2010,100000,Petrol,Manual,300000.0,Honda Accord 2.4
2016,28000,Petrol,Manual,470000.0,Honda Brio 1.2
2017,30000,Petrol,Manual,450000.0,Honda Amaze S
2008,80000,Petrol,Manual,200000.0,Honda Civic 1.8
2016,35000,Diesel,Manual,620000.0,Honda Jazz 1.5
2008,110000,Petrol,Manual,125000.0,Honda Civic 1.8
2015,37326,Petrol,Manual,500000.0,Honda Jazz 1.2
2018,60000,Diesel,Manual,900000.0,Honda City i-DTEC
2007,110000,Petrol,Manual,450000.0,Honda CR-V RVi
2016,50000,Petrol,Automatic,780000.0,Honda City i
2006,110000,Petrol,Manual,180000.0,Honda City GXi
2017,16665,Petrol,Automatic,1150000.0,Honda City i-VTEC
2013,110000,Diesel,Manual,335000.0,Honda Amaze EX
2007,90000,Petrol,Manual,122000.0,Honda Civic 1.8
2016,31500,Petrol,Manual,425000.0,Honda Amaze S
2017,39735,Petrol,Manual,509999.99999999994,Honda Amaze S
2017,36000,Petrol,Manual,610000.0,Honda City i
2015,35341,Diesel,Manual,300000.0,Honda Amaze S
2017,8602,Petrol,Manual,725000.0,Honda City V
2016,28000,Petrol,Manual,470000.0,Honda Brio 1.2
2017,30000,Petrol,Manual,450000.0,Honda Amaze S
2008,80000,Petrol,Manual,200000.0,Honda Civic 1.8
2016,35000,Diesel,Manual,620000.0,Honda Jazz 1.5
2008,110000,Petrol,Manual,125000.0,Honda Civic 1.8
2015,37326,Petrol,Manual,500000.0,Honda Jazz 1.2
2018,60000,Diesel,Manual,900000.0,Honda City i-DTEC
2007,110000,Petrol,Manual,450000.0,Honda CR-V RVi
2016,50000,Petrol,Automatic,780000.0,Honda City i
2006,110000,Petrol,Manual,180000.0,Honda City GXi
2017,16665,Petrol,Automatic,1150000.0,Honda City i-VTEC
2013,110000,Diesel,Manual,335000.0,Honda Amaze EX
2007,90000,Petrol,Manual,122000.0,Honda Civic 1.8
2016,31500,Petrol,Manual,425000.0,Honda Amaze S
2017,39735,Petrol,Manual,509999.99999999994,Honda Amaze S
2017,36000,Petrol,Manual,610000.0,Honda City i
2015,35341,Diesel,Manual,300000.0,Honda Amaze S
